longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.02,37.6,32,1295,295.0,1097,328,3.2386,149600,NEAR BAY
-117.11,32.58,12,1086,294.0,870,290,2.4213,132500,NEAR OCEAN
-121.92,37.25,36,3874,656.0,1826,639,4.9662,258500,<1H OCEAN
-122.25,37.5,44,348,79.0,154,73,4.7708,253800,NEAR OCEAN
-118.05,34.11,42,3677,627.0,1779,622,5.1509,426500,INLAND
-119.79,36.82,23,4358,819.0,1852,802,3.4167,105200,INLAND
-119.83,36.72,28,60,10.0,46,13,4.35,67500,INLAND
-121.99,36.98,40,1104,224.0,669,215,4.3409,256300,NEAR OCEAN
-121.24,39.37,16,2785,616.0,1387,530,2.3886,89400,INLAND
-122.21,37.47,26,1777,555.0,1966,497,3.0472,211000,NEAR OCEAN
-119.03,35.33,21,3057,698.0,1627,680,2.7083,84700,INLAND
-117.37,33.19,33,2205,453.0,1138,439,2.8819,208600,NEAR OCEAN
-122.3,38.25,18,3548,880.0,1476,699,3.7188,163400,NEAR BAY
-118.11,34.16,52,3158,459.0,1229,444,5.4223,325600,INLAND
-118.49,34.21,25,1131,449.0,746,420,1.3565,225000,<1H OCEAN
-117.13,32.75,23,3999,1182.0,2051,1130,2.1292,135000,NEAR OCEAN
-118.22,33.83,43,1426,272.0,871,276,3.7083,175200,<1H OCEAN
-118.18,33.88,47,882,185.0,536,174,4.625,163000,<1H OCEAN
-117.22,33.22,15,1430,343.0,704,322,1.9571,162500,<1H OCEAN
-118.17,33.98,31,1236,329.0,1486,337,3.0938,155400,<1H OCEAN
-122.37,37.58,43,2506,432.0,967,428,4.7404,500001,NEAR OCEAN
-117.07,33.0,4,9153,1866.0,3775,1698,4.955,241500,<1H OCEAN
-122.38,37.58,52,1704,226.0,671,243,8.4704,500001,NEAR OCEAN
-121.47,38.58,43,3807,952.0,1484,850,2.3266,137500,INLAND
-117.93,33.8,34,3903,717.0,2054,716,4.2731,218000,<1H OCEAN
-121.79,38.0,34,3090,593.0,1588,566,3.6118,124700,INLAND
-118.83,34.14,16,1956,312.0,671,319,6.4001,321800,NEAR OCEAN
-122.34,37.96,15,6487,1717.0,3408,1560,2.1991,133300,NEAR BAY
-120.5,37.34,16,1245,231.0,956,219,3.4559,108000,INLAND
-121.6,39.77,23,2263,497.0,1138,455,2.3403,87300,INLAND
-117.86,33.87,19,1591,279.0,891,237,5.6573,216000,<1H OCEAN
-120.18,34.75,17,2074,382.0,1035,359,3.7958,400000,<1H OCEAN
-122.89,39.11,10,1588,333.0,585,254,2.2551,71100,INLAND
-122.56,40.75,20,1182,250.0,512,210,1.7935,74500,INLAND
-117.32,34.13,41,1837,409.0,1430,344,2.4524,70400,INLAND
-122.45,37.9,30,3763,717.0,1292,632,8.4888,500001,NEAR BAY
-117.27,34.14,35,1517,257.0,658,245,4.4435,97600,INLAND
-121.31,37.98,47,3386,663.0,1228,619,3.0625,141500,INLAND
-118.24,33.92,40,1772,369.0,1122,324,3.2768,96100,<1H OCEAN
-119.96,38.93,22,2731,632.0,1215,483,2.83,110500,INLAND
-118.52,34.21,36,1328,287.0,823,273,4.5648,193700,<1H OCEAN
-117.68,33.54,5,2840,403.0,1363,403,7.618,341400,<1H OCEAN
-122.24,37.49,19,322,112.0,191,102,2.5833,500001,NEAR OCEAN
-117.09,33.11,32,1713,321.0,891,286,3.1429,171600,<1H OCEAN
-118.36,34.09,33,3463,1170.0,1845,1134,2.0205,243800,<1H OCEAN
-117.24,33.77,9,6907,1379.0,3665,1290,2.8401,104200,INLAND
-119.78,36.27,29,1871,315.0,1066,309,4.5714,100800,INLAND
-117.12,32.78,4,2782,817.0,1309,787,4.2621,124200,NEAR OCEAN
-117.77,33.51,29,3590,772.0,1070,603,4.4464,500001,<1H OCEAN
-119.69,36.74,23,2097,385.0,911,405,3.5128,121600,INLAND
-118.22,34.21,29,2174,418.0,1030,395,3.5707,341700,<1H OCEAN
-117.1,32.74,14,2361,601.0,1831,526,1.6102,93400,NEAR OCEAN
-118.15,34.11,39,2618,582.0,1314,532,3.5875,309300,<1H OCEAN
-118.32,33.99,43,2028,479.0,1074,394,2.5909,98700,<1H OCEAN
-117.74,33.73,18,328,68.0,391,60,4.1167,87500,<1H OCEAN
-118.38,34.2,32,993,285.0,1044,248,2.4306,187500,<1H OCEAN
-118.02,33.93,33,4711,988.0,2984,931,3.6028,184700,<1H OCEAN
-118.12,34.58,13,2614,650.0,1949,537,2.0547,102600,INLAND
-122.55,38.81,7,3639,637.0,1027,421,3.8831,132100,INLAND
-118.38,34.07,16,4814,1381.0,1897,1209,3.3725,375000,<1H OCEAN
-117.33,34.14,29,1646,391.0,1296,351,1.9423,69700,INLAND
-122.04,37.38,38,2850,550.0,1518,514,4.2028,273600,<1H OCEAN
-117.94,33.89,30,2577,404.0,1076,374,6.7528,459600,<1H OCEAN
-119.77,36.79,27,2258,427.0,1076,423,2.9937,81100,INLAND
-121.91,37.44,26,1669,276.0,951,278,4.7794,225800,<1H OCEAN
-116.97,33.75,22,3740,965.0,2011,824,1.3039,77500,INLAND
-121.63,39.15,27,2991,637.0,1419,606,1.8849,73500,INLAND
-117.05,33.01,17,3430,425.0,1468,433,10.6186,429300,<1H OCEAN
-118.39,33.88,31,1448,244.0,607,259,8.1513,500001,<1H OCEAN
-117.59,34.02,14,1463,261.0,881,245,4.7857,152500,INLAND
-122.71,38.44,27,966,251.0,462,230,1.7,350000,<1H OCEAN
-120.89,35.37,29,2046,588.0,846,410,1.65,227300,NEAR OCEAN
-121.89,37.26,25,3319,531.0,1560,502,5.8479,263300,<1H OCEAN
-117.13,34.07,34,2405,541.0,1342,514,2.8031,86900,INLAND
-122.2,37.78,52,2300,443.0,1225,423,3.5398,158400,NEAR BAY
-121.37,38.68,29,3757,646.0,2022,611,3.5429,88200,INLAND
-121.36,38.56,20,1232,332.0,667,288,1.8288,32500,INLAND
-122.08,37.65,17,5018,1439.0,3069,1299,2.7694,161900,NEAR BAY
-122.27,37.83,49,1655,366.0,754,329,1.375,104900,NEAR BAY
-122.45,37.71,49,2244,442.0,1948,423,4.7639,251500,NEAR OCEAN
-122.24,37.76,52,2504,516.0,979,472,3.4762,244000,NEAR BAY
-118.37,34.04,42,1809,424.0,1094,382,2.767,143000,<1H OCEAN
-122.21,37.77,52,745,153.0,473,149,2.6765,88800,NEAR BAY
-117.97,34.05,36,1299,206.0,763,216,3.5179,161400,<1H OCEAN
-124.08,40.99,18,3297,662.0,1554,578,2.6847,111300,NEAR OCEAN
-118.2,33.91,36,2283,499.0,1836,462,2.8793,118100,<1H OCEAN
-118.3,33.82,35,1499,340.0,1141,326,2.6136,213600,<1H OCEAN
-122.01,37.39,36,1976,361.0,1348,371,5.6447,252600,<1H OCEAN
-121.55,39.1,27,1783,441.0,1163,409,1.2857,47000,INLAND
-122.26,38.29,10,969,160.0,482,180,6.5799,218100,NEAR BAY
-122.25,37.85,52,1627,280.0,565,259,3.8462,342200,NEAR BAY
-120.16,36.96,18,508,104.0,393,114,3.0,156300,INLAND
-118.5,34.52,3,6577,1056.0,3032,1004,5.9263,251800,INLAND
-118.34,34.18,45,1328,290.0,720,289,3.875,226900,<1H OCEAN
-118.21,33.97,43,1751,400.0,1558,379,3.0313,166100,<1H OCEAN
-117.96,33.85,36,1951,365.0,1254,358,4.8438,185700,<1H OCEAN
-117.67,33.44,25,2994,519.0,903,410,6.6852,500001,<1H OCEAN
-122.5,38.82,12,2394,443.0,877,341,2.5625,109200,INLAND
-122.31,40.65,11,3664,647.0,1686,613,2.9338,141600,INLAND
-118.4,34.2,30,2392,655.0,1987,609,2.8424,226400,<1H OCEAN
-122.18,37.79,46,2109,387.0,922,329,3.9712,208100,NEAR BAY
-117.96,33.73,22,3479,455.0,1454,488,6.6324,347600,<1H OCEAN
-117.51,33.95,12,9016,1486.0,4285,1457,4.9984,169100,INLAND
-119.83,34.45,24,2168,373.0,934,366,5.4197,280900,NEAR OCEAN
-117.91,33.9,27,829,114.0,383,133,9.3125,293500,<1H OCEAN
-117.89,33.71,16,1591,225.0,926,239,6.2452,266300,<1H OCEAN
-118.98,35.36,15,1482,338.0,1059,279,1.2617,42700,INLAND
-118.26,34.05,52,58,52.0,41,27,4.0972,500001,<1H OCEAN
-121.01,37.61,5,3655,696.0,2316,647,3.4703,129300,INLAND
-122.08,37.88,26,2947,,825,626,2.933,85000,NEAR BAY
-117.95,34.11,29,1986,448.0,2013,432,3.1034,140800,INLAND
-117.23,34.51,9,5756,807.0,2158,758,5.5875,167800,INLAND
-118.17,33.87,45,2110,494.0,1404,454,2.9803,165900,<1H OCEAN
-118.19,34.14,47,2525,523.0,1514,498,4.3359,209200,<1H OCEAN
-122.97,38.53,48,3939,860.0,1257,571,2.1165,98700,<1H OCEAN
-120.66,40.41,52,2081,478.0,1051,419,2.2992,70200,INLAND
-122.67,38.43,17,1804,304.0,750,298,4.5588,196400,<1H OCEAN
-118.3,34.11,25,1590,218.0,568,206,8.4389,500001,<1H OCEAN
-118.6,34.13,20,14291,1934.0,5452,1875,9.1232,472000,<1H OCEAN
-122.26,38.0,6,678,104.0,318,91,5.2375,246400,NEAR BAY
-119.27,34.29,32,2274,406.0,982,393,5.3254,385200,NEAR OCEAN
-118.43,34.18,22,2052,568.0,1254,572,2.6364,271100,<1H OCEAN
-118.19,33.87,35,1769,436.0,1166,386,2.875,178300,<1H OCEAN
-117.22,32.85,26,1647,261.0,694,259,4.6875,274400,NEAR OCEAN
-122.46,37.66,15,6082,1284.0,3861,1198,5.4221,284700,NEAR OCEAN
-121.78,37.24,17,2123,341.0,1067,339,6.0062,262700,<1H OCEAN
-117.07,32.8,36,2028,349.0,820,352,3.9828,168900,<1H OCEAN
-118.22,33.79,48,143,41.0,222,50,1.7,104200,NEAR OCEAN
-118.15,34.14,45,543,191.0,454,181,2.3,55000,<1H OCEAN
-122.14,37.76,34,1513,231.0,545,211,5.5701,252800,NEAR BAY
-117.13,34.39,29,2251,464.0,855,315,3.4183,104100,INLAND
-122.47,37.51,15,4974,764.0,2222,774,6.7606,364300,NEAR OCEAN
-118.03,33.78,25,3554,528.0,1600,537,6.6453,270100,<1H OCEAN
-117.27,33.2,23,2145,379.0,1360,404,4.2054,150700,<1H OCEAN
-122.31,37.54,42,1159,261.0,465,247,3.1842,352800,NEAR OCEAN
-118.47,34.2,20,3939,1143.0,2475,1002,2.9025,229100,<1H OCEAN
-117.82,34.13,27,3770,573.0,1606,562,6.1321,309700,INLAND
-118.2,34.03,37,1583,392.0,1776,377,2.7266,140800,<1H OCEAN
-121.36,39.52,15,2490,527.0,1229,497,2.3917,85700,INLAND
-118.56,34.2,35,2273,,1431,403,4.0789,196700,<1H OCEAN
-117.91,33.78,33,2729,549.0,2223,535,4.0362,177900,<1H OCEAN
-118.38,33.86,15,1778,311.0,908,330,7.674,329300,<1H OCEAN
-122.05,37.68,23,7518,1279.0,3827,1294,5.1701,216800,NEAR BAY
-118.35,34.03,43,2122,524.0,1510,436,2.2273,123300,<1H OCEAN
-117.59,33.67,29,1223,215.0,633,204,6.5143,279800,<1H OCEAN
-118.23,33.89,36,2598,514.0,1872,514,3.1667,117700,<1H OCEAN
-122.17,37.74,34,1223,281.0,824,280,2.2917,92500,NEAR BAY
-118.42,34.06,44,533,90.0,291,97,10.8045,500001,<1H OCEAN
-119.57,36.72,11,2510,460.0,1248,445,3.6161,99500,INLAND
-119.77,36.74,20,1855,519.0,1091,443,1.5547,93900,INLAND
-118.02,33.92,34,2169,418.0,1169,406,3.2222,218700,<1H OCEAN
-122.27,37.85,47,1375,307.0,843,319,1.3785,142300,NEAR BAY
-117.89,33.74,33,619,139.0,1217,146,4.6875,154400,<1H OCEAN
-120.72,38.42,17,5654,1085.0,2237,953,3.0465,144100,INLAND
-122.42,37.77,52,1925,568.0,867,515,2.879,450000,NEAR BAY
-118.27,34.01,43,1235,385.0,1745,372,2.0817,113300,<1H OCEAN
-121.91,36.85,22,2442,624.0,1301,290,3.1563,300000,NEAR OCEAN
-122.54,37.9,41,3170,622.0,1091,528,3.7813,389200,NEAR BAY
-119.04,34.34,35,462,90.0,334,96,5.3582,281300,<1H OCEAN
-121.88,37.27,24,4567,688.0,2102,695,5.6895,289000,<1H OCEAN
-122.38,40.09,16,2077,388.0,1155,389,3.1361,84800,INLAND
-122.42,37.75,52,1207,302.0,1008,269,3.3816,262500,NEAR BAY
-117.37,33.19,18,975,382.0,650,286,1.9562,192500,NEAR OCEAN
-122.15,37.43,47,2600,490.0,1149,465,5.0203,476300,NEAR BAY
-118.86,36.41,20,2749,575.0,1195,491,3.0391,139700,INLAND
-122.09,37.36,37,2269,325.0,930,321,7.5274,500001,NEAR BAY
-118.32,34.02,51,2010,460.0,1355,433,2.0304,133400,<1H OCEAN
-118.07,34.01,38,2245,444.0,1540,419,3.7986,171000,<1H OCEAN
-122.45,37.74,38,5688,930.0,2263,908,6.203,346800,NEAR BAY
-118.08,34.55,5,16181,2971.0,8152,2651,4.5237,141800,INLAND
-120.44,37.29,18,1260,268.0,576,263,1.7222,101500,INLAND
-122.21,37.52,18,2962,945.0,1639,851,2.7399,87500,NEAR BAY
-119.36,36.33,11,3221,617.0,1351,565,2.9844,132000,INLAND
-121.77,36.93,20,2587,547.0,1534,540,2.4375,190400,<1H OCEAN
-118.96,36.66,18,1302,424.0,320,133,3.1964,80000,INLAND
-118.28,34.03,26,2107,809.0,2821,572,0.844,350000,<1H OCEAN
-120.98,37.67,13,1221,260.0,682,275,3.65,155500,INLAND
-121.96,37.76,8,3865,463.0,1548,432,9.7037,425100,<1H OCEAN
-118.9,34.26,5,25187,3521.0,11956,3478,6.9712,321300,<1H OCEAN
-122.26,37.86,35,5161,1744.0,3276,1742,1.6307,253600,NEAR BAY
-117.25,32.73,37,2224,331.0,821,341,6.3331,400000,NEAR OCEAN
-121.29,38.59,19,2460,470.0,1346,480,3.6563,95600,INLAND
-118.34,34.26,37,1776,301.0,702,265,5.2661,314900,<1H OCEAN
-117.68,35.62,30,2994,741.0,1481,581,2.1458,52400,INLAND
-117.68,34.15,4,4082,578.0,1996,580,6.7813,286300,INLAND
-121.58,39.15,34,1376,376.0,702,317,1.4946,55500,INLAND
-119.85,36.74,35,1191,190.0,537,182,3.5375,96700,INLAND
-122.27,37.85,42,1639,367.0,929,366,1.7135,159800,NEAR BAY
-118.26,34.02,37,1551,501.0,2173,474,2.1667,117700,<1H OCEAN
-122.51,37.76,43,2527,619.0,1332,558,3.0465,274200,NEAR OCEAN
-117.81,34.08,13,18448,2474.0,7775,2397,7.7876,348900,INLAND
-117.17,32.74,38,5054,1168.0,2366,1103,2.9422,289400,NEAR OCEAN
-117.23,32.75,23,2415,653.0,1275,596,3.1389,101800,NEAR OCEAN
-122.53,37.88,36,2688,485.0,1064,449,4.4583,308600,NEAR BAY
-117.79,33.84,9,10484,1603.0,4005,1419,8.3931,365300,<1H OCEAN
-117.84,33.74,22,6072,1802.0,4715,1666,3.1353,121400,<1H OCEAN
-122.4,40.58,40,3895,929.0,1782,910,1.3329,78200,INLAND
-121.45,41.04,33,2029,378.0,936,343,2.67,77500,INLAND
-118.3,34.07,46,5677,2610.0,7443,2406,1.8238,237500,<1H OCEAN
-118.09,34.16,45,2199,358.0,942,353,5.0393,321100,INLAND
-120.2,34.61,15,2958,690.0,1348,617,3.8582,215200,NEAR OCEAN
-119.29,34.28,38,2387,748.0,1537,741,2.3147,192500,NEAR OCEAN
-121.22,38.67,20,1412,226.0,700,227,4.05,130700,INLAND
-121.33,38.7,15,2226,421.0,1004,417,2.7868,117800,INLAND
-118.02,33.76,27,2905,587.0,1781,561,4.25,214800,<1H OCEAN
-117.91,33.61,38,1232,178.0,410,171,11.075,500001,<1H OCEAN
-119.43,36.59,15,1371,306.0,1266,309,1.767,63300,INLAND
-118.29,34.04,44,1941,579.0,2049,535,2.0405,143000,<1H OCEAN
-118.85,34.25,17,5593,732.0,1992,660,7.2965,342900,<1H OCEAN
-120.4,34.85,26,2384,385.0,1323,400,4.8185,157900,<1H OCEAN
-118.27,33.96,38,977,295.0,1073,292,1.0208,86400,<1H OCEAN
-119.29,34.26,32,3295,764.0,1344,600,3.6007,395500,NEAR OCEAN
-117.91,33.79,22,4417,1054.0,2759,983,4.25,170300,<1H OCEAN
-122.13,37.71,44,1613,339.0,776,346,3.1103,188900,NEAR BAY
-121.68,39.13,17,1969,297.0,717,268,3.4698,179700,INLAND
-120.79,38.7,13,5036,1034.0,2243,923,2.3319,138500,INLAND
-122.48,37.72,45,1405,338.0,733,342,4.1116,187500,NEAR OCEAN
-117.02,34.03,19,4415,648.0,1627,619,4.2361,191600,INLAND
-118.31,33.79,35,2290,563.0,1374,530,3.2472,254700,<1H OCEAN
-117.09,32.73,26,3114,686.0,1948,660,2.8942,124100,NEAR OCEAN
-119.69,36.75,13,2343,409.0,1347,405,4.0027,93100,INLAND
-122.21,37.46,48,2560,322.0,921,301,10.8758,500001,NEAR OCEAN
-121.51,36.86,36,1019,168.0,602,169,2.625,210000,INLAND
-119.72,34.44,43,1781,342.0,663,358,4.7,293800,<1H OCEAN
-117.06,32.75,34,2516,611.0,1317,594,2.2308,125900,NEAR OCEAN
-122.07,37.64,25,4524,860.0,2426,862,4.7083,190900,NEAR BAY
-118.3,33.72,28,2510,583.0,1388,554,3.3397,267800,NEAR OCEAN
-122.69,38.34,12,3876,782.0,2146,764,4.0844,165400,<1H OCEAN
-121.6,39.68,15,1677,345.0,844,330,2.3958,111200,INLAND
-118.08,33.92,38,1335,,1011,269,3.6908,157500,<1H OCEAN
-117.9,33.61,44,1469,312.0,507,266,3.4937,500001,<1H OCEAN
-122.51,37.89,27,2674,565.0,1233,547,3.4485,458300,NEAR BAY
-122.26,38.1,30,3317,1058.0,1794,990,1.1835,133300,NEAR BAY
-116.89,33.48,14,1016,219.0,443,169,2.8071,137500,INLAND
-117.0,32.72,10,3817,943.0,2352,875,2.1362,143200,NEAR OCEAN
-116.84,32.92,20,1066,219.0,536,173,3.1607,119300,<1H OCEAN
-117.98,33.68,14,3396,477.0,1542,472,7.3982,369100,<1H OCEAN
-117.28,33.04,12,4459,928.0,2471,888,3.5179,252700,NEAR OCEAN
-118.16,33.94,25,3341,789.0,1685,751,3.6936,238300,<1H OCEAN
-119.27,34.27,52,1577,343.0,836,335,3.5893,206600,NEAR OCEAN
-122.23,37.48,33,3108,805.0,1895,717,3.3015,267700,NEAR OCEAN
-118.18,34.03,26,859,255.0,835,232,1.1929,143800,<1H OCEAN
-118.2,34.14,51,1941,378.0,1012,371,3.9375,217000,<1H OCEAN
-118.11,33.83,36,1820,313.0,899,295,4.918,225200,<1H OCEAN
-117.17,32.77,6,3856,875.0,1547,816,4.5481,164800,NEAR OCEAN
-117.14,32.76,32,2587,681.0,1246,650,2.1727,145500,NEAR OCEAN
-121.36,38.39,10,5121,763.0,2568,758,5.2447,148100,INLAND
-119.34,36.21,22,3065,726.0,2165,738,1.4792,54400,INLAND
-120.23,37.96,52,1230,262.0,609,243,2.0057,68200,INLAND
-118.06,33.8,22,1892,442.0,1015,404,4.1379,212500,<1H OCEAN
-118.36,33.87,17,1082,291.0,598,281,3.9868,281900,<1H OCEAN
-118.2,33.79,25,2851,968.0,3744,906,2.0675,116700,NEAR OCEAN
-117.43,33.55,8,446,62.0,188,68,9.4356,465600,<1H OCEAN
-117.96,33.83,29,1194,176.0,474,170,6.1001,298900,<1H OCEAN
-122.55,38.42,24,2220,411.0,894,365,4.2891,211700,<1H OCEAN
-122.05,38.25,39,199,36.0,101,38,6.2299,105400,INLAND
-122.32,38.06,4,7999,1611.0,3596,1396,5.0969,174200,NEAR BAY
-123.41,41.6,23,1654,369.0,669,273,1.965,65400,INLAND
-117.7,33.61,16,2371,725.0,1738,686,3.6484,322600,<1H OCEAN
-122.42,37.78,52,989,425.0,634,341,2.4414,275000,NEAR BAY
-117.49,34.05,20,1483,249.0,660,194,3.9464,207700,INLAND
-121.83,37.28,17,3057,606.0,2030,602,5.2166,230900,<1H OCEAN
-120.42,34.94,32,2844,551.0,1337,516,2.7188,133700,<1H OCEAN
-118.13,34.44,10,2726,465.0,1773,459,4.8295,319100,INLAND
-118.07,34.14,42,3200,685.0,1668,628,3.375,260400,INLAND
-117.78,33.97,2,556,63.0,179,54,8.4411,500001,<1H OCEAN
-117.99,33.87,34,1239,307.0,869,291,3.59,161900,<1H OCEAN
-116.87,34.24,15,4419,822.0,622,267,3.9688,182800,INLAND
-122.11,37.66,35,2843,652.0,1726,643,3.09,174100,NEAR BAY
-118.28,33.93,45,529,112.0,448,120,3.5833,90600,<1H OCEAN
-122.66,38.42,14,5315,1037.0,2228,950,4.023,208400,<1H OCEAN
-122.0,37.36,25,3534,949.0,1880,849,3.4238,337000,<1H OCEAN
-118.98,35.41,36,1482,266.0,640,274,3.875,94500,INLAND
-117.87,34.1,25,2208,477.0,1084,424,3.775,191700,<1H OCEAN
-117.92,33.9,13,1814,320.0,1010,313,6.3489,337900,<1H OCEAN
-120.4,34.95,8,1885,286.0,835,290,5.0206,261000,<1H OCEAN
-117.34,33.94,13,7910,,3382,1176,5.5563,214500,INLAND
-116.94,32.81,8,2517,632.0,1686,613,2.136,143500,<1H OCEAN
-119.31,36.63,26,1874,416.0,1834,432,1.6486,55200,INLAND
-121.76,37.23,16,4274,715.0,2240,704,5.4218,233900,<1H OCEAN
-117.94,33.65,20,5476,1073.0,2327,963,5.6637,222100,<1H OCEAN
-120.01,38.91,17,2732,609.0,1005,499,1.9851,86700,INLAND
-118.19,33.89,31,886,224.0,1154,247,2.1071,99500,<1H OCEAN
-121.3,37.99,38,2375,494.0,1167,471,2.6673,87500,INLAND
-124.14,40.6,27,1148,206.0,521,219,4.025,128100,NEAR OCEAN
-122.37,37.95,35,215,45.0,100,34,1.6023,81300,NEAR BAY
-117.74,34.05,27,852,237.0,1024,221,2.1141,110900,INLAND
-116.44,34.12,18,5584,1303.0,2250,1158,1.5823,72400,INLAND
-119.83,36.71,43,355,81.0,233,75,2.4167,73900,INLAND
-120.08,39.61,32,1404,247.0,544,201,2.7778,72900,INLAND
-121.53,39.06,20,561,109.0,308,114,3.3021,70800,INLAND
-122.04,37.62,35,899,179.0,455,185,4.2857,190400,NEAR BAY
-118.23,33.91,27,1694,393.0,1890,373,3.0341,89100,<1H OCEAN
-121.81,37.99,18,2807,445.0,1315,437,4.8194,170400,INLAND
-117.09,32.99,18,3215,588.0,1618,509,4.6028,216800,<1H OCEAN
-118.34,33.93,37,1638,407.0,1341,369,3.0677,167700,<1H OCEAN
-117.9,33.82,32,1187,302.0,1003,275,2.4931,166900,<1H OCEAN
-122.57,37.99,45,2404,425.0,926,400,4.9674,320100,NEAR BAY
-117.74,33.61,16,2753,576.0,857,546,3.7422,229800,<1H OCEAN
-118.21,34.12,52,1590,360.0,1127,321,3.4625,173900,<1H OCEAN
-120.62,35.28,28,3952,592.0,1469,571,6.3144,328800,NEAR OCEAN
-118.38,34.03,43,912,255.0,705,246,2.6402,185700,<1H OCEAN
-122.32,37.96,25,1728,403.0,934,412,3.375,133700,NEAR BAY
-117.9,34.53,8,3484,647.0,2169,619,3.9766,135800,INLAND
-118.18,33.85,38,3596,862.0,2416,832,3.6897,169800,<1H OCEAN
-119.22,36.31,17,2079,459.0,2022,462,1.5464,54100,INLAND
-117.83,33.74,23,1818,522.0,958,485,2.6771,131500,<1H OCEAN
-118.27,34.09,44,3646,912.0,1783,861,2.9709,225000,<1H OCEAN
-121.94,37.75,16,5121,735.0,2464,761,6.6204,296100,<1H OCEAN
-122.2,39.52,39,2551,482.0,1181,437,2.0625,63400,INLAND
-117.19,32.76,52,1294,175.0,434,180,5.7914,500001,NEAR OCEAN
-122.24,37.8,52,996,228.0,731,228,2.2697,127000,NEAR BAY
-119.85,37.39,14,2744,555.0,1153,474,2.753,111100,INLAND
-118.06,34.1,43,1833,355.0,786,334,3.5761,256700,<1H OCEAN
-118.32,33.94,37,2740,504.0,1468,479,4.5368,168800,<1H OCEAN
-117.33,34.06,36,755,157.0,625,152,2.0242,65000,INLAND
-122.0,37.06,20,2403,376.0,1149,369,6.0621,304400,NEAR OCEAN
-117.94,34.05,34,1729,324.0,1341,324,3.7708,163500,<1H OCEAN
-121.06,37.45,33,1401,299.0,915,282,3.4464,162500,INLAND
-120.46,36.87,20,1287,310.0,954,269,1.3386,63000,INLAND
-122.28,37.9,49,3191,516.0,1148,507,6.3538,333700,NEAR BAY
-118.98,37.65,18,1795,416.0,483,208,4.5375,169800,INLAND
-120.81,39.02,30,806,189.0,326,146,2.8155,101000,INLAND
-117.82,33.89,24,2168,421.0,1050,397,4.6172,238300,<1H OCEAN
-121.9,39.59,20,1465,278.0,745,250,3.0625,93800,INLAND
-118.47,33.99,52,2167,622.0,1095,570,2.8514,358700,<1H OCEAN
-117.98,34.05,35,2342,426.0,2176,416,3.7454,156900,<1H OCEAN
-120.83,37.51,34,3078,477.0,1226,487,4.601,150000,INLAND
-124.11,40.57,33,1348,234.0,573,236,2.4896,74100,<1H OCEAN
-121.87,37.21,18,1080,122.0,382,121,9.08,500001,<1H OCEAN
-118.47,34.25,21,2692,477.0,1330,456,4.5417,238900,<1H OCEAN
-120.17,39.32,14,2421,489.0,1000,354,3.5652,119800,INLAND
-118.17,34.1,25,4444,647.0,1922,652,8.058,477300,<1H OCEAN
-122.38,40.57,43,2251,542.0,1479,512,1.5676,58200,INLAND
-121.37,36.83,14,3658,612.0,1951,600,4.76,216000,INLAND
-122.29,37.8,52,1027,244.0,492,147,2.6094,81300,NEAR BAY
-121.87,37.35,37,1566,375.0,1223,346,3.2793,174500,<1H OCEAN
-121.45,38.54,48,3421,734.0,1441,727,1.9485,86600,INLAND
-121.29,38.14,34,2770,544.0,1409,535,3.2338,101800,INLAND
-119.64,36.34,32,2958,670.0,1504,627,1.8606,56700,INLAND
-117.96,33.89,24,1332,252.0,625,230,4.4375,334100,<1H OCEAN
-117.91,34.06,29,3250,521.0,1382,513,5.112,218300,<1H OCEAN
-118.38,33.84,25,5775,1149.0,2637,1117,5.4968,379800,<1H OCEAN
-121.03,37.67,24,2162,459.0,1468,441,3.1857,98300,INLAND
-122.38,40.69,21,1774,370.0,875,354,1.7422,61500,INLAND
-122.19,37.76,45,995,238.0,630,237,1.925,74100,NEAR BAY
-118.21,33.93,36,1337,382.0,1769,393,2.6953,121000,<1H OCEAN
-118.06,33.85,16,4851,726.0,2527,704,6.0142,437400,<1H OCEAN
-117.47,33.98,8,12106,1913.0,5810,1717,4.9886,158100,INLAND
-118.64,34.22,16,4312,574.0,1902,574,8.4438,390000,<1H OCEAN
-122.18,37.8,34,1355,195.0,442,195,6.2838,318200,NEAR BAY
-118.41,33.92,22,2340,584.0,1141,554,4.5729,337500,<1H OCEAN
-118.21,33.84,28,822,205.0,627,192,3.4583,166300,<1H OCEAN
-117.18,34.05,52,1820,342.0,601,315,2.6129,137000,INLAND
-119.72,37.46,13,1999,375.0,750,308,2.875,96000,INLAND
-118.16,33.85,36,2668,473.0,1315,478,4.0714,215600,<1H OCEAN
-118.15,34.12,52,1518,344.0,725,296,3.4018,204500,<1H OCEAN
-121.0,39.26,14,810,151.0,302,138,3.1094,136100,INLAND
-118.4,34.28,16,6573,1480.0,6161,1473,3.3304,154900,<1H OCEAN
-118.97,34.18,18,7338,1020.0,3419,1058,7.0242,293100,<1H OCEAN
-118.15,34.14,52,403,117.0,361,105,1.625,187500,<1H OCEAN
-118.43,34.17,32,3202,696.0,1573,621,3.4449,292900,<1H OCEAN
-121.2,37.81,26,395,74.0,193,72,7.3718,212500,INLAND
-118.29,34.11,24,3696,1125.0,1685,1031,2.3789,266700,<1H OCEAN
